RaceTitle,CandidateName,Adair,Andrew,Atchison,Audrain,Barry,Barton,Bates,Benton,Bollinger,Boone,Buchanan,Butler,Caldwell,Callaway,Camden,Cape Girardeau,Carroll,Carter,Cass,Cedar,Chariton,Christian,Clark,Clay,Clinton,Cole,Cooper,Crawford,Dade,Dallas,Daviess,De Kalb,Dent,Douglas,Dunklin,Franklin,Gasconade,Gentry,Greene,Grundy,Harrison,Henry,Hickory,Holt,Howard,Howell,Iron,Jackson,Jasper,Jefferson,Johnson,Kansas City,Knox,Laclede,Lafayette,Lawrence,Lewis,Lincoln,Linn,Livingston,Macon,Madison,Maries,Marion,McDonald,Mercer,Miller,Mississippi,Moniteau,Monroe,Montgomery,Morgan,New Madrid,Newton,Nodaway,Oregon,Osage,Ozark,Pemiscot,Perry,Pettis,Phelps,Pike,Platte,Polk,Pulaski,Putnam,Ralls,Randolph,Ray,Reynolds,Ripley,Saline,Schuyler,Scotland,Scott,Shannon,Shelby,St. Charles,St. Clair,St. Francois,St. Louis City,St. Louis County,Ste. Genevieve,Stoddard,Stone,Sullivan,Taney,Texas,Vernon,Warren,Washington,Wayne,Webster,Worth,Wright,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 30 ,Jimmie M. Edwards-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27568 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 31 ,Joan L. Moriarty-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86143 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 22 - Div 31 ,Joan L. Moriarty-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29010 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 22 - Div 27 ,Calea Stovall-Reid-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86387 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 22 - Div 27 ,Calea Stovall-Reid-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28638 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 22 - Div 29 ,Thomas C. Clark  II-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85574 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Associate Circuit Judge - Circuit 22 - Div 29 ,Thomas C. Clark  II-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28808 , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 31 - Div 1 ,Michael J. Cordonnier-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85603 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 31 - Div 1 ,Michael J. Cordonnier-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22073 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 31 - Div 4 ,Tom Mountjoy-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,88499 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 31 - Div 4 ,Tom Mountjoy-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21619 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 31 - Div 5 ,Calvin R. Holden-Yes Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85808 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judge - Circuit Judge - Circuit 31 - Div 5 ,Calvin R. Holden-No Votes , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24440 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Constitutional Amendment 3 - Yes Votes ,Constitutional Amendment 3 - Yes Votes ,2282 ,1878 ,646 ,2798 ,3127 ,1633 ,1486 ,2170 ,1203 ,13057 ,8085 ,4683 ,714 ,4573 ,5183 ,9038 ,693 ,546 ,9811 ,1289 ,986 ,8409 ,721 ,20982 ,1951 ,7743 ,1785 ,1700 ,885 ,1669 ,687 ,879 ,1476 ,1199 ,2614 ,9112 ,1463 ,584 ,28167 ,1197 ,785 ,1839 ,1062 ,479 ,1144 ,2979 ,764 ,39367 ,14225 ,20404 ,3985 ,31778 ,458 ,3654 ,3119 ,4134 ,1071 ,4601 ,1152 ,1190 ,1837 ,1002 ,798 ,3321 ,2011 ,383 ,2758 ,1330 ,1168 ,1058 ,1195 ,1856 ,1999 ,6505 ,1810 ,761 ,1551 ,770 ,1614 ,1982 ,4289 ,3895 ,1764 ,8594 ,2880 ,3356 ,573 ,1370 ,2963 ,2102 ,562 ,1173 ,2147 ,450 ,444 ,4916 ,606 ,906 ,38857 ,899 ,4602 ,32452 ,114150 ,1849 ,2874 ,3846 ,608 ,7286 ,2154 ,1969 ,3165 ,1665 ,1164 ,3175 ,259 ,1491 ,
Constitutional Amendment 3 - No Votes ,Constitutional Amendment 3 - No Votes ,6624 ,5812 ,1819 ,6292 ,9395 ,3747 ,5747 ,6383 ,3784 ,57461 ,25108 ,10586 ,3240 ,12454 ,15521 ,24185 ,3105 ,1811 ,36220 ,4216 ,2562 ,27040 ,2216 ,77177 ,7359 ,26601 ,5219 ,7035 ,2766 ,5187 ,2634 ,3285 ,4666 ,4725 ,7066 ,34585 ,4978 ,2220 ,89912 ,2933 ,2601 ,7562 ,3247 ,1658 ,3328 ,12242 ,2930 ,122803 ,27822 ,71300 ,15763 ,93000 ,1268 ,10849 ,11887 ,10717 ,2806 ,16485 ,4028 ,4347 ,4715 ,3553 ,3439 ,7837 ,5190 ,1138 ,7223 ,3002 ,4766 ,2649 ,3665 ,6310 ,4538 ,16952 ,6634 ,3237 ,4892 ,3239 ,3545 ,5079 ,11642 ,13145 ,5104 ,34357 ,9328 ,8532 ,1493 ,3261 ,6300 ,7595 ,2344 ,3601 ,6361 ,1297 ,1320 ,11025 ,2813 ,2052 ,130972 ,3415 ,16353 ,97820 ,365268 ,5345 ,9161 ,11027 ,1809 ,12584 ,7437 ,5909 ,10637 ,6493 ,4010 ,11284 ,734 ,5720 ,
Proposition A - Yes Votes ,Proposition A - Yes Votes ,5770 ,4863 ,1561 ,6214 ,7726 ,3526 ,4047 ,5481 ,2917 ,49302 ,21163 ,9826 ,2296 ,11565 ,13774 ,22865 ,2259 ,1329 ,29634 ,3522 ,2339 ,24056 ,1658 ,58889 ,5501 ,22695 ,4717 ,4794 ,2306 ,4521 ,1899 ,2514 ,3594 ,3367 ,5563 ,27571 ,3876 ,1658 ,84015 ,2657 ,2026 ,5786 ,2562 ,1304 ,2899 ,9493 ,1969 ,102626 ,29845 ,55154 ,12626 ,84508 ,1003 ,9792 ,9135 ,9907 ,2464 ,12343 ,2999 ,3333 ,4428 ,2582 ,2378 ,7526 ,4587 ,933 ,6365 ,2383 ,3439 ,2562 ,3020 ,4964 ,3932 ,16161 ,5252 ,2181 ,4006 ,2490 ,2830 ,4500 ,10948 ,11072 ,4535 ,27710 ,8221 ,8204 ,1333 ,2986 ,6557 ,5630 ,1517 ,2716 ,5324 ,1003 ,1031 ,10172 ,1611 ,1975 ,106233 ,2499 ,12629 ,76715 ,302353 ,4390 ,7361 ,10513 ,1399 ,14864 ,5975 ,4742 ,8303 ,4223 ,2846 ,9012 ,594 ,4124 ,
Proposition A - No Votes ,Proposition A - No Votes ,2882 ,2781 ,863 ,2806 ,4600 ,1732 ,2967 ,3019 ,2040 ,18042 ,11609 ,5384 ,1584 ,5229 ,6665 ,9957 ,1616 ,1164 ,15850 ,1944 ,1169 ,10748 ,1258 ,38629 ,3687 ,11182 ,2181 ,4014 ,1295 ,2286 ,1359 ,1574 ,2458 ,2454 ,3889 ,16121 ,2492 ,1106 ,32286 ,1434 ,1330 ,3454 ,1731 ,799 ,1517 ,5543 ,1674 ,56671 ,11760 ,36873 ,6874 ,40386 ,715 ,4681 ,5494 ,4715 ,1431 ,8717 ,2057 ,2025 ,2052 ,1943 ,1756 ,3465 ,2507 ,562 ,3576 ,1883 ,2391 ,1143 ,1854 ,2941 ,2529 ,7109 ,2989 ,1732 ,2405 ,1477 ,2254 ,2478 ,4854 ,5667 ,2281 ,14552 ,3848 ,3722 ,736 ,1638 ,2685 ,3912 ,1352 ,1987 ,3036 ,731 ,702 ,5611 ,1752 ,987 ,63796 ,1829 ,8293 ,59407 ,184742 ,2752 ,4552 ,4205 ,975 ,4889 ,3869 ,3083 ,5379 ,3801 ,2233 ,5112 ,384 ,2940 ,
Proposition B - Yes Votes ,Proposition B - Yes Votes ,5065 ,3371 ,1101 ,3896 ,5240 ,1697 ,2878 ,3351 ,1446 ,45868 ,15391 ,5793 ,1606 ,7005 ,8236 ,14520 ,1571 ,848 ,22979 ,2256 ,1379 ,17976 ,1018 ,56131 ,3959 ,16348 ,2914 ,3013 ,1395 ,2433 ,1168 ,1462 ,1933 ,2115 ,4131 ,19169 ,2521 ,1251 ,62257 ,1475 ,1149 ,4185 ,1590 ,853 ,1885 ,6286 ,1352 ,91722 ,15887 ,41178 ,10139 ,81477 ,712 ,4936 ,6892 ,5586 ,1494 ,8285 ,2161 ,2557 ,2638 ,1592 ,1449 ,4519 ,2168 ,468 ,3538 ,1650 ,2163 ,1301 ,1962 ,3154 ,2642 ,8667 ,4409 ,1640 ,2505 ,1451 ,2618 ,3200 ,6813 ,7560 ,2610 ,25292 ,5189 ,4938 ,842 ,1664 ,3608 ,4164 ,929 ,1756 ,4030 ,617 ,710 ,5633 ,1061 ,1017 ,94491 ,1446 ,8889 ,85230 ,300684 ,3517 ,4226 ,6834 ,917 ,9170 ,3708 ,3065 ,5524 ,2732 ,1667 ,5810 ,353 ,2664 ,
Proposition B - No Votes ,Proposition B - No Votes ,4783 ,4755 ,1504 ,5757 ,8238 ,3894 ,4737 ,5614 ,3903 ,31133 ,19248 ,10657 ,2511 ,10857 ,13428 ,20371 ,2609 ,1860 ,25186 ,3628 ,2359 ,19309 ,2134 ,47200 ,5742 ,20092 ,4427 ,6431 ,2434 ,4774 ,2297 ,2831 ,4608 ,4223 ,6067 ,27026 ,4442 ,1701 ,61623 ,2846 ,2496 ,5756 ,2973 ,1375 ,2878 ,9713 ,2552 ,78274 ,28123 ,55227 ,10472 ,49045 ,1171 ,10275 ,8671 ,9906 ,2686 ,13962 ,3275 ,3288 ,4229 ,3229 ,3020 ,7283 ,5429 ,1155 ,7223 ,2913 ,4165 ,2656 ,3174 ,5369 ,4379 ,15877 ,4374 ,2634 ,4293 ,2876 ,2965 ,4502 ,9977 ,10362 ,4602 ,19480 ,7663 ,7543 ,1367 ,3239 ,6134 ,6050 ,2171 ,3313 ,4917 ,1237 ,1159 ,10966 ,2563 ,2140 ,86367 ,3125 ,13304 ,53510 ,208920 ,4269 ,8442 ,8853 ,1589 ,11826 ,6821 ,5234 ,8894 ,5841 ,3905 ,9355 ,682 ,5083 ,
Proposition E - Yes Votes ,Proposition E - Yes Votes ,5599 ,4988 ,1680 ,6245 ,8621 ,3746 ,4541 ,5766 ,3332 ,40256 ,21070 ,10413 ,2607 ,11430 ,14277 ,23396 ,2417 ,1486 ,31052 ,3852 ,2381 ,24954 ,1834 ,59690 ,5924 ,22870 ,4618 ,5450 ,2497 ,4665 ,2109 ,2745 ,4088 ,3857 ,5918 ,28808 ,4316 ,1741 ,77145 ,2753 ,2306 ,6040 ,2816 ,1435 ,2878 ,9712 ,2146 ,103126 ,29394 ,60343 ,12811 ,59725 ,1137 ,9845 ,9545 ,10248 ,2640 ,14045 ,3270 ,3466 ,4473 ,2905 ,2618 ,7783 ,4993 ,1009 ,6956 ,2713 ,3908 ,2510 ,3291 ,5396 ,4302 ,16187 ,5255 ,2386 ,4508 ,2678 ,3061 ,4879 ,11140 ,11114 ,4656 ,27118 ,8157 ,8305 ,1433 ,3209 ,6481 ,6302 ,1720 ,3147 ,5442 ,1106 ,1138 ,10792 ,1975 ,2003 ,113508 ,2739 ,13460 ,56930 ,274863 ,4487 ,8097 ,10884 ,1476 ,14928 ,6460 ,4831 ,8513 ,4862 ,3106 ,9723 ,598 ,4713 ,
Proposition E - No Votes ,Proposition E - No Votes ,3593 ,2834 ,822 ,2956 ,4152 ,1617 ,2690 ,2941 ,1738 ,29074 ,12401 ,5261 ,1365 ,5504 ,6585 ,10192 ,1501 ,1062 ,15396 ,1758 ,1208 ,10852 ,1132 ,36914 ,3442 ,11976 ,2354 ,3432 ,1182 ,2268 ,1220 ,1438 ,2140 ,2159 ,3684 ,15302 ,2300 ,1084 ,40511 ,1391 ,1155 ,3446 ,1562 ,719 ,1652 ,5582 ,1572 ,57999 ,12555 ,32292 ,6993 ,64870 ,628 ,4707 ,5254 ,4523 ,1342 ,7193 ,1945 ,1943 ,2096 ,1721 ,1596 ,3462 ,2231 ,519 ,3238 ,1664 ,2075 ,1250 ,1685 ,2767 ,2361 ,7240 ,3068 ,1672 ,2062 ,1401 ,2088 ,2313 ,5008 ,5792 ,2283 ,15946 ,4004 ,3658 ,676 ,1489 ,2889 ,3453 ,1234 ,1685 ,3059 ,669 ,636 ,5268 ,1471 ,1009 ,55425 ,1650 ,7856 ,76137 ,209061 ,2821 ,4151 ,4228 ,966 ,5319 ,3458 ,2981 ,5126 ,3231 ,2040 ,4864 ,393 ,2442 ,
